     i        y          a (AU)     P (y)    Mplan (M_E)     Pcol        Pejc   
   4918   -1.65290       0.19915  2.6797e-01  1.0000e+00  2.5165e-07  0.0000e+00
   4919   -1.65263       0.19921  2.6808e-01  1.0000e+00  2.5155e-07  0.0000e+00
   4920   -1.65235       0.19926  2.6819e-01  1.0000e+00  2.5144e-07  0.0000e+00
   4921   -1.65208       0.19932  2.6830e-01  1.0000e+00  2.5133e-07  0.0000e+00
   4922   -1.65181       0.19937  2.6841e-01  1.0000e+00  2.5123e-07  0.0000e+00
   4923   -1.65153       0.19943  2.6852e-01  1.0000e+00  2.5112e-07  0.0000e+00
   4924   -1.65126       0.19948  2.6863e-01  1.0000e+00  2.5102e-07  0.0000e+00
   4925   -1.65099       0.19953  2.6874e-01  1.0000e+00  2.5091e-07  0.0000e+00
   4926   -1.65072       0.19959  2.6885e-01  1.0000e+00  2.5080e-07  0.0000e+00
   4927   -1.65044       0.19964  2.6896e-01  1.0000e+00  2.5070e-07  0.0000e+00
   4928   -1.65017       0.19970  2.6907e-01  1.0000e+00  2.5059e-07  0.0000e+00
   4929   -1.64990       0.19975  2.6918e-01  1.0000e+00  2.5049e-07  0.0000e+00
   4930   -1.64962       0.19981  2.6930e-01  1.0000e+00  2.5038e-07  0.0000e+00
   4931   -1.64935       0.19986  2.6941e-01  1.0000e+00  2.5028e-07  0.0000e+00
   4932   -1.64908       0.19992  2.6952e-01  1.0000e+00  2.5017e-07  0.0000e+00
   4933   -1.64880       0.19997  2.6963e-01  1.0000e+00  2.5006e-07  0.0000e+00
   4934   -1.64853       0.20003  2.6974e-01  1.0000e+00  2.4996e-07  0.0000e+00
   4935   -1.64826       0.20008  2.6985e-01  1.0000e+00  2.4985e-07  0.0000e+00
   4936   -1.64798       0.20013  2.6996e-01  1.0000e+00  2.4975e-07  0.0000e+00
   4937   -1.64771       0.20019  2.7007e-01  1.0000e+00  2.4964e-07  0.0000e+00
   4938   -1.64744       0.20024  2.7018e-01  1.0000e+00  2.4954e-07  0.0000e+00
   4939   -1.64717       0.20030  2.7029e-01  1.0000e+00  2.4943e-07  0.0000e+00
   4940   -1.64689       0.20035  2.7040e-01  1.0000e+00  2.4933e-07  0.0000e+00
   4941   -1.64662       0.20041  2.7051e-01  1.0000e+00  2.4922e-07  0.0000e+00
   4942   -1.64635       0.20046  2.7062e-01  1.0000e+00  2.4912e-07  0.0000e+00
   4943   -1.64607       0.20052  2.7073e-01  1.0000e+00  2.4901e-07  0.0000e+00
   4944   -1.64580       0.20057  2.7084e-01  1.0000e+00  2.4891e-07  0.0000e+00
   4945   -1.64553       0.20063  2.7095e-01  1.0000e+00  2.4880e-07  0.0000e+00
   4946   -1.64525       0.20068  2.7107e-01  1.0000e+00  2.4870e-07  0.0000e+00
   4947   -1.64498       0.20074  2.7118e-01  1.0000e+00  2.4859e-07  0.0000e+00
   4948   -1.64471       0.20079  2.7129e-01  1.0000e+00  2.4849e-07  0.0000e+00
   4949   -1.64444       0.20085  2.7140e-01  1.0000e+00  2.4838e-07  0.0000e+00
   4950   -1.64416       0.20090  2.7151e-01  1.0000e+00  2.4828e-07  0.0000e+00
   4951   -1.64389       0.20096  2.7162e-01  1.0000e+00  2.4817e-07  0.0000e+00
   4952   -1.64362       0.20101  2.7173e-01  1.0000e+00  2.4807e-07  0.0000e+00
   4953   -1.64334       0.20107  2.7184e-01  1.0000e+00  2.4797e-07  0.0000e+00
   4954   -1.64307       0.20112  2.7196e-01  1.0000e+00  2.4786e-07  0.0000e+00
   4955   -1.64280       0.20118  2.7207e-01  1.0000e+00  2.4776e-07  0.0000e+00
   4956   -1.64252       0.20123  2.7218e-01  1.0000e+00  2.4765e-07  0.0000e+00
   4957   -1.64225       0.20129  2.7229e-01  1.0000e+00  2.4755e-07  0.0000e+00
   4958   -1.64198       0.20134  2.7240e-01  1.0000e+00  2.4744e-07  0.0000e+00
   4959   -1.64170       0.20140  2.7251e-01  1.0000e+00  2.4734e-07  0.0000e+00
   4960   -1.64143       0.20145  2.7262e-01  1.0000e+00  2.4724e-07  0.0000e+00
   4961   -1.64116       0.20151  2.7274e-01  1.0000e+00  2.4713e-07  0.0000e+00
   4962   -1.64089       0.20156  2.7285e-01  1.0000e+00  2.4703e-07  0.0000e+00
   4963   -1.64061       0.20162  2.7296e-01  1.0000e+00  2.4692e-07  0.0000e+00
   4964   -1.64034       0.20167  2.7307e-01  1.0000e+00  2.4682e-07  0.0000e+00
   4965   -1.64007       0.20173  2.7318e-01  1.0000e+00  2.4672e-07  0.0000e+00
   4966   -1.63979       0.20178  2.7330e-01  1.0000e+00  2.4661e-07  0.0000e+00
   4967   -1.63952       0.20184  2.7341e-01  1.0000e+00  2.4651e-07  0.0000e+00
   4968   -1.63925       0.20189  2.7352e-01  1.0000e+00  2.4640e-07  0.0000e+00
   4969   -1.63897       0.20195  2.7363e-01  1.0000e+00  2.4630e-07  0.0000e+00
   4970   -1.63870       0.20200  2.7374e-01  1.0000e+00  2.4620e-07  0.0000e+00
   4971   -1.63843       0.20206  2.7386e-01  1.0000e+00  2.4609e-07  0.0000e+00
   4972   -1.63816       0.20211  2.7397e-01  1.0000e+00  2.4599e-07  0.0000e+00
   4973   -1.63788       0.20217  2.7408e-01  1.0000e+00  2.4589e-07  0.0000e+00
   4974   -1.63761       0.20222  2.7419e-01  1.0000e+00  2.4578e-07  0.0000e+00
   4975   -1.63734       0.20228  2.7430e-01  1.0000e+00  2.4568e-07  0.0000e+00
   4976   -1.63706       0.20233  2.7442e-01  1.0000e+00  2.4558e-07  0.0000e+00
   4977   -1.63679       0.20239  2.7453e-01  1.0000e+00  2.4547e-07  0.0000e+00
   4978   -1.63652       0.20244  2.7464e-01  1.0000e+00  2.4537e-07  0.0000e+00
   4979   -1.63624       0.20250  2.7475e-01  1.0000e+00  2.4527e-07  0.0000e+00
   4980   -1.63597       0.20255  2.7487e-01  1.0000e+00  2.4516e-07  0.0000e+00
   4981   -1.63570       0.20261  2.7498e-01  1.0000e+00  2.4506e-07  0.0000e+00
   4982   -1.63542       0.20266  2.7509e-01  1.0000e+00  2.4496e-07  0.0000e+00
   4983   -1.63515       0.20272  2.7520e-01  1.0000e+00  2.4485e-07  0.0000e+00
   4984   -1.63488       0.20278  2.7532e-01  1.0000e+00  2.4475e-07  0.0000e+00
   4985   -1.63461       0.20283  2.7543e-01  1.0000e+00  2.4465e-07  0.0000e+00
   4986   -1.63433       0.20289  2.7554e-01  1.0000e+00  2.4454e-07  0.0000e+00
   4987   -1.63406       0.20294  2.7566e-01  1.0000e+00  2.4444e-07  0.0000e+00
   4988   -1.63379       0.20300  2.7577e-01  1.0000e+00  2.4434e-07  0.0000e+00
   4989   -1.63351       0.20305  2.7588e-01  1.0000e+00  2.4424e-07  0.0000e+00
   4990   -1.63324       0.20311  2.7599e-01  1.0000e+00  2.4413e-07  0.0000e+00
   4991   -1.63297       0.20316  2.7611e-01  1.0000e+00  2.4403e-07  0.0000e+00
   4992   -1.63269       0.20322  2.7622e-01  1.0000e+00  2.4393e-07  0.0000e+00
   4993   -1.63242       0.20327  2.7633e-01  1.0000e+00  2.4383e-07  0.0000e+00
   4994   -1.63215       0.20333  2.7645e-01  1.0000e+00  2.4372e-07  0.0000e+00
   4995   -1.63188       0.20339  2.7656e-01  1.0000e+00  2.4362e-07  0.0000e+00
   4996   -1.63160       0.20344  2.7667e-01  1.0000e+00  2.4352e-07  0.0000e+00
   4997   -1.63133       0.20350  2.7679e-01  1.0000e+00  2.4342e-07  0.0000e+00
   4998   -1.63106       0.20355  2.7690e-01  1.0000e+00  2.4331e-07  0.0000e+00
   4999   -1.63078       0.20361  2.7701e-01  1.0000e+00  2.4321e-07  0.0000e+00
   5000   -1.63051       0.20366  2.7713e-01  1.0000e+00  2.4311e-07  0.0000e+00
   5001   -1.63024       0.20372  2.7724e-01  1.0000e+00  2.4301e-07  0.0000e+00
   5002   -1.62996       0.20377  2.7735e-01  1.0000e+00  2.4290e-07  0.0000e+00
   5003   -1.62969       0.20383  2.7747e-01  1.0000e+00  2.4280e-07  0.0000e+00
   5004   -1.62942       0.20389  2.7758e-01  1.0000e+00  2.4270e-07  0.0000e+00
   5005   -1.62914       0.20394  2.7770e-01  1.0000e+00  2.4260e-07  0.0000e+00
   5006   -1.62887       0.20400  2.7781e-01  1.0000e+00  2.4250e-07  0.0000e+00
   5007   -1.62860       0.20405  2.7792e-01  1.0000e+00  2.4239e-07  0.0000e+00
   5008   -1.62833       0.20411  2.7804e-01  1.0000e+00  2.4229e-07  0.0000e+00
   5009   -1.62805       0.20416  2.7815e-01  1.0000e+00  2.4219e-07  0.0000e+00
   5010   -1.62778       0.20422  2.7826e-01  1.0000e+00  2.4209e-07  0.0000e+00
   5011   -1.62751       0.20428  2.7838e-01  1.0000e+00  2.4199e-07  0.0000e+00
   5012   -1.62723       0.20433  2.7849e-01  1.0000e+00  2.4189e-07  0.0000e+00
   5013   -1.62696       0.20439  2.7861e-01  1.0000e+00  2.4178e-07  0.0000e+00
   5014   -1.62669       0.20444  2.7872e-01  1.0000e+00  2.4168e-07  0.0000e+00
   5015   -1.62641       0.20450  2.7884e-01  1.0000e+00  2.4158e-07  0.0000e+00
   5016   -1.62614       0.20455  2.7895e-01  1.0000e+00  2.4148e-07  0.0000e+00
   5017   -1.62587       0.20461  2.7906e-01  1.0000e+00  2.4138e-07  0.0000e+00
   5018   -1.62560       0.20467  2.7918e-01  1.0000e+00  2.4128e-07  0.0000e+00
   5019   -1.62532       0.20472  2.7929e-01  1.0000e+00  2.4118e-07  0.0000e+00
   5020   -1.62505       0.20478  2.7941e-01  1.0000e+00  2.4107e-07  0.0000e+00
   5021   -1.62478       0.20483  2.7952e-01  1.0000e+00  2.4097e-07  0.0000e+00
   5022   -1.62450       0.20489  2.7964e-01  1.0000e+00  2.4087e-07  0.0000e+00
   5023   -1.62423       0.20495  2.7975e-01  1.0000e+00  2.4077e-07  0.0000e+00
   5024   -1.62396       0.20500  2.7987e-01  1.0000e+00  2.4067e-07  0.0000e+00
   5025   -1.62368       0.20506  2.7998e-01  1.0000e+00  2.4057e-07  0.0000e+00
   5026   -1.62341       0.20511  2.8009e-01  1.0000e+00  2.4047e-07  0.0000e+00
   5027   -1.62314       0.20517  2.8021e-01  1.0000e+00  2.4037e-07  0.0000e+00
   5028   -1.62286       0.20523  2.8032e-01  1.0000e+00  2.4027e-07  0.0000e+00
   5029   -1.62259       0.20528  2.8044e-01  1.0000e+00  2.4017e-07  0.0000e+00
   5030   -1.62232       0.20534  2.8055e-01  1.0000e+00  2.4006e-07  0.0000e+00
   5031   -1.62205       0.20539  2.8067e-01  1.0000e+00  2.3996e-07  0.0000e+00
   5032   -1.62177       0.20545  2.8078e-01  1.0000e+00  2.3986e-07  0.0000e+00
   5033   -1.62150       0.20551  2.8090e-01  1.0000e+00  2.3976e-07  0.0000e+00
   5034   -1.62123       0.20556  2.8101e-01  1.0000e+00  2.3966e-07  0.0000e+00
   5035   -1.62095       0.20562  2.8113e-01  1.0000e+00  2.3956e-07  0.0000e+00
   5036   -1.62068       0.20567  2.8124e-01  1.0000e+00  2.3946e-07  0.0000e+00
   5037   -1.62041       0.20573  2.8136e-01  1.0000e+00  2.3936e-07  0.0000e+00
   5038   -1.62013       0.20579  2.8147e-01  1.0000e+00  2.3926e-07  0.0000e+00
   5039   -1.61986       0.20584  2.8159e-01  1.0000e+00  2.3916e-07  0.0000e+00
   5040   -1.61959       0.20590  2.8171e-01  1.0000e+00  2.3906e-07  0.0000e+00
   5041   -1.61932       0.20596  2.8182e-01  1.0000e+00  2.3896e-07  0.0000e+00
   5042   -1.61904       0.20601  2.8194e-01  1.0000e+00  2.3886e-07  0.0000e+00
   5043   -1.61877       0.20607  2.8205e-01  1.0000e+00  2.3876e-07  0.0000e+00
   5044   -1.61850       0.20612  2.8217e-01  1.0000e+00  2.3866e-07  0.0000e+00
   5045   -1.61822       0.20618  2.8228e-01  1.0000e+00  2.3856e-07  0.0000e+00
   5046   -1.61795       0.20624  2.8240e-01  1.0000e+00  2.3846e-07  0.0000e+00
   5047   -1.61768       0.20629  2.8251e-01  1.0000e+00  2.3836e-07  0.0000e+00
   5048   -1.61740       0.20635  2.8263e-01  1.0000e+00  2.3826e-07  0.0000e+00
   5049   -1.61713       0.20641  2.8275e-01  1.0000e+00  2.3816e-07  0.0000e+00
   5050   -1.61686       0.20646  2.8286e-01  1.0000e+00  2.3806e-07  0.0000e+00
   5051   -1.61658       0.20652  2.8298e-01  1.0000e+00  2.3796e-07  0.0000e+00
   5052   -1.61631       0.20658  2.8309e-01  1.0000e+00  2.3786e-07  0.0000e+00
   5053   -1.61604       0.20663  2.8321e-01  1.0000e+00  2.3776e-07  0.0000e+00
   5054   -1.61577       0.20669  2.8332e-01  1.0000e+00  2.3766e-07  0.0000e+00
   5055   -1.61549       0.20674  2.8344e-01  1.0000e+00  2.3756e-07  0.0000e+00
   5056   -1.61522       0.20680  2.8356e-01  1.0000e+00  2.3746e-07  0.0000e+00
   5057   -1.61495       0.20686  2.8367e-01  1.0000e+00  2.3736e-07  0.0000e+00
   5058   -1.61467       0.20691  2.8379e-01  1.0000e+00  2.3726e-07  0.0000e+00
   5059   -1.61440       0.20697  2.8391e-01  1.0000e+00  2.3716e-07  0.0000e+00
   5060   -1.61413       0.20703  2.8402e-01  1.0000e+00  2.3706e-07  0.0000e+00
   5061   -1.61385       0.20708  2.8414e-01  1.0000e+00  2.3696e-07  0.0000e+00
   5062   -1.61358       0.20714  2.8425e-01  1.0000e+00  2.3686e-07  0.0000e+00
   5063   -1.61331       0.20720  2.8437e-01  1.0000e+00  2.3676e-07  0.0000e+00
   5064   -1.61303       0.20725  2.8449e-01  1.0000e+00  2.3666e-07  0.0000e+00
   5065   -1.61276       0.20731  2.8460e-01  1.0000e+00  2.3657e-07  0.0000e+00
   5066   -1.61249       0.20737  2.8472e-01  1.0000e+00  2.3647e-07  0.0000e+00
   5067   -1.61222       0.20742  2.8484e-01  1.0000e+00  2.3637e-07  0.0000e+00
   5068   -1.61194       0.20748  2.8495e-01  1.0000e+00  2.3627e-07  0.0000e+00
   5069   -1.61167       0.20754  2.8507e-01  1.0000e+00  2.3617e-07  0.0000e+00
   5070   -1.61140       0.20759  2.8519e-01  1.0000e+00  2.3607e-07  0.0000e+00
   5071   -1.61112       0.20765  2.8530e-01  1.0000e+00  2.3597e-07  0.0000e+00
   5072   -1.61085       0.20771  2.8542e-01  1.0000e+00  2.3587e-07  0.0000e+00
   5073   -1.61058       0.20776  2.8554e-01  1.0000e+00  2.3577e-07  0.0000e+00
   5074   -1.61030       0.20782  2.8566e-01  1.0000e+00  2.3567e-07  0.0000e+00
   5075   -1.61003       0.20788  2.8577e-01  1.0000e+00  2.3558e-07  0.0000e+00
   5076   -1.60976       0.20793  2.8589e-01  1.0000e+00  2.3548e-07  0.0000e+00
   5077   -1.60949       0.20799  2.8601e-01  1.0000e+00  2.3538e-07  0.0000e+00
   5078   -1.60921       0.20805  2.8612e-01  1.0000e+00  2.3528e-07  0.0000e+00
   5079   -1.60894       0.20810  2.8624e-01  1.0000e+00  2.3518e-07  0.0000e+00
   5080   -1.60867       0.20816  2.8636e-01  1.0000e+00  2.3508e-07  0.0000e+00
   5081   -1.60839       0.20822  2.8648e-01  1.0000e+00  2.3498e-07  0.0000e+00
   5082   -1.60812       0.20827  2.8659e-01  1.0000e+00  2.3489e-07  0.0000e+00
   5083   -1.60785       0.20833  2.8671e-01  1.0000e+00  2.3479e-07  0.0000e+00
   5084   -1.60757       0.20839  2.8683e-01  1.0000e+00  2.3469e-07  0.0000e+00
   5085   -1.60730       0.20844  2.8695e-01  1.0000e+00  2.3459e-07  0.0000e+00
   5086   -1.60703       0.20850  2.8706e-01  1.0000e+00  2.3449e-07  0.0000e+00
   5087   -1.60675       0.20856  2.8718e-01  1.0000e+00  2.3439e-07  0.0000e+00
   5088   -1.60648       0.20862  2.8730e-01  1.0000e+00  2.3430e-07  0.0000e+00
   5089   -1.60621       0.20867  2.8742e-01  1.0000e+00  2.3420e-07  0.0000e+00
   5090   -1.60594       0.20873  2.8753e-01  1.0000e+00  2.3410e-07  0.0000e+00
   5091   -1.60566       0.20879  2.8765e-01  1.0000e+00  2.3400e-07  0.0000e+00
   5092   -1.60539       0.20884  2.8777e-01  1.0000e+00  2.3390e-07  0.0000e+00
   5093   -1.60512       0.20890  2.8789e-01  1.0000e+00  2.3381e-07  0.0000e+00
   5094   -1.60484       0.20896  2.8800e-01  1.0000e+00  2.3371e-07  0.0000e+00
   5095   -1.60457       0.20901  2.8812e-01  1.0000e+00  2.3361e-07  0.0000e+00
   5096   -1.60430       0.20907  2.8824e-01  1.0000e+00  2.3351e-07  0.0000e+00
   5097   -1.60402       0.20913  2.8836e-01  1.0000e+00  2.3342e-07  0.0000e+00
   5098   -1.60375       0.20919  2.8848e-01  1.0000e+00  2.3332e-07  0.0000e+00
   5099   -1.60348       0.20924  2.8860e-01  1.0000e+00  2.3322e-07  0.0000e+00
   5100   -1.60321       0.20930  2.8871e-01  1.0000e+00  2.3312e-07  0.0000e+00
   5101   -1.60293       0.20936  2.8883e-01  1.0000e+00  2.3302e-07  0.0000e+00
   5102   -1.60266       0.20941  2.8895e-01  1.0000e+00  2.3293e-07  0.0000e+00
   5103   -1.60239       0.20947  2.8907e-01  1.0000e+00  2.3283e-07  0.0000e+00
   5104   -1.60211       0.20953  2.8919e-01  1.0000e+00  2.3273e-07  0.0000e+00
   5105   -1.60184       0.20959  2.8931e-01  1.0000e+00  2.3263e-07  0.0000e+00
   5106   -1.60157       0.20964  2.8942e-01  1.0000e+00  2.3254e-07  0.0000e+00
   5107   -1.60129       0.20970  2.8954e-01  1.0000e+00  2.3244e-07  0.0000e+00
   5108   -1.60102       0.20976  2.8966e-01  1.0000e+00  2.3234e-07  0.0000e+00
   5109   -1.60075       0.20982  2.8978e-01  1.0000e+00  2.3225e-07  0.0000e+00
   5110   -1.60047       0.20987  2.8990e-01  1.0000e+00  2.3215e-07  0.0000e+00
   5111   -1.60020       0.20993  2.9002e-01  1.0000e+00  2.3205e-07  0.0000e+00
   5112   -1.59993       0.20999  2.9014e-01  1.0000e+00  2.3195e-07  0.0000e+00
   5113   -1.59966       0.21004  2.9025e-01  1.0000e+00  2.3186e-07  0.0000e+00
   5114   -1.59938       0.21010  2.9037e-01  1.0000e+00  2.3176e-07  0.0000e+00
   5115   -1.59911       0.21016  2.9049e-01  1.0000e+00  2.3166e-07  0.0000e+00
   5116   -1.59884       0.21022  2.9061e-01  1.0000e+00  2.3157e-07  0.0000e+00
   5117   -1.59856       0.21027  2.9073e-01  1.0000e+00  2.3147e-07  0.0000e+00
   5118   -1.59829       0.21033  2.9085e-01  1.0000e+00  2.3137e-07  0.0000e+00
   5119   -1.59802       0.21039  2.9097e-01  1.0000e+00  2.3128e-07  0.0000e+00
   5120   -1.59774       0.21045  2.9109e-01  1.0000e+00  2.3118e-07  0.0000e+00
   5121   -1.59747       0.21050  2.9121e-01  1.0000e+00  2.3108e-07  0.0000e+00
   5122   -1.59720       0.21056  2.9133e-01  1.0000e+00  2.3099e-07  0.0000e+00
   5123   -1.59693       0.21062  2.9145e-01  1.0000e+00  2.3089e-07  0.0000e+00
   5124   -1.59665       0.21068  2.9157e-01  1.0000e+00  2.3079e-07  0.0000e+00
   5125   -1.59638       0.21073  2.9168e-01  1.0000e+00  2.3070e-07  0.0000e+00
   5126   -1.59611       0.21079  2.9180e-01  1.0000e+00  2.3060e-07  0.0000e+00
   5127   -1.59583       0.21085  2.9192e-01  1.0000e+00  2.3050e-07  0.0000e+00
   5128   -1.59556       0.21091  2.9204e-01  1.0000e+00  2.3041e-07  0.0000e+00
   5129   -1.59529       0.21096  2.9216e-01  1.0000e+00  2.3031e-07  0.0000e+00
   5130   -1.59501       0.21102  2.9228e-01  1.0000e+00  2.3022e-07  0.0000e+00
   5131   -1.59474       0.21108  2.9240e-01  1.0000e+00  2.3012e-07  0.0000e+00
   5132   -1.59447       0.21114  2.9252e-01  1.0000e+00  2.3002e-07  0.0000e+00
   5133   -1.59419       0.21119  2.9264e-01  1.0000e+00  2.2993e-07  0.0000e+00
   5134   -1.59392       0.21125  2.9276e-01  1.0000e+00  2.2983e-07  0.0000e+00
   5135   -1.59365       0.21131  2.9288e-01  1.0000e+00  2.2973e-07  0.0000e+00
   5136   -1.59338       0.21137  2.9300e-01  1.0000e+00  2.2964e-07  0.0000e+00
   5137   -1.59310       0.21143  2.9312e-01  1.0000e+00  2.2954e-07  0.0000e+00
   5138   -1.59283       0.21148  2.9324e-01  1.0000e+00  2.2945e-07  0.0000e+00
   5139   -1.59256       0.21154  2.9336e-01  1.0000e+00  2.2935e-07  0.0000e+00
   5140   -1.59228       0.21160  2.9348e-01  1.0000e+00  2.2925e-07  0.0000e+00
   5141   -1.59201       0.21166  2.9360e-01  1.0000e+00  2.2916e-07  0.0000e+00
   5142   -1.59174       0.21171  2.9372e-01  1.0000e+00  2.2906e-07  0.0000e+00
   5143   -1.59146       0.21177  2.9384e-01  1.0000e+00  2.2897e-07  0.0000e+00
   5144   -1.59119       0.21183  2.9396e-01  1.0000e+00  2.2887e-07  0.0000e+00
   5145   -1.59092       0.21189  2.9408e-01  1.0000e+00  2.2878e-07  0.0000e+00
   5146   -1.59065       0.21195  2.9420e-01  1.0000e+00  2.2868e-07  0.0000e+00
   5147   -1.59037       0.21200  2.9432e-01  1.0000e+00  2.2859e-07  0.0000e+00
   5148   -1.59010       0.21206  2.9445e-01  1.0000e+00  2.2849e-07  0.0000e+00
   5149   -1.58983       0.21212  2.9457e-01  1.0000e+00  2.2839e-07  0.0000e+00
   5150   -1.58955       0.21218  2.9469e-01  1.0000e+00  2.2830e-07  0.0000e+00
   5151   -1.58928       0.21224  2.9481e-01  1.0000e+00  2.2820e-07  0.0000e+00
   5152   -1.58901       0.21229  2.9493e-01  1.0000e+00  2.2811e-07  0.0000e+00
   5153   -1.58873       0.21235  2.9505e-01  1.0000e+00  2.2801e-07  0.0000e+00
   5154   -1.58846       0.21241  2.9517e-01  1.0000e+00  2.2792e-07  0.0000e+00
   5155   -1.58819       0.21247  2.9529e-01  1.0000e+00  2.2782e-07  0.0000e+00
   5156   -1.58791       0.21253  2.9541e-01  1.0000e+00  2.2773e-07  0.0000e+00
   5157   -1.58764       0.21258  2.9553e-01  1.0000e+00  2.2763e-07  0.0000e+00
   5158   -1.58737       0.21264  2.9565e-01  1.0000e+00  2.2754e-07  0.0000e+00
   5159   -1.58710       0.21270  2.9578e-01  1.0000e+00  2.2744e-07  0.0000e+00
   5160   -1.58682       0.21276  2.9590e-01  1.0000e+00  2.2735e-07  0.0000e+00
   5161   -1.58655       0.21282  2.9602e-01  1.0000e+00  2.2725e-07  0.0000e+00
   5162   -1.58628       0.21287  2.9614e-01  1.0000e+00  2.2716e-07  0.0000e+00
   5163   -1.58600       0.21293  2.9626e-01  1.0000e+00  2.2706e-07  0.0000e+00
   5164   -1.58573       0.21299  2.9638e-01  1.0000e+00  2.2697e-07  0.0000e+00
   5165   -1.58546       0.21305  2.9650e-01  1.0000e+00  2.2687e-07  0.0000e+00
   5166   -1.58518       0.21311  2.9662e-01  1.0000e+00  2.2678e-07  0.0000e+00
   5167   -1.58491       0.21316  2.9675e-01  1.0000e+00  2.2668e-07  0.0000e+00
   5168   -1.58464       0.21322  2.9687e-01  1.0000e+00  2.2659e-07  0.0000e+00
   5169   -1.58437       0.21328  2.9699e-01  1.0000e+00  2.2650e-07  0.0000e+00
   5170   -1.58409       0.21334  2.9711e-01  1.0000e+00  2.2640e-07  0.0000e+00
   5171   -1.58382       0.21340  2.9723e-01  1.0000e+00  2.2631e-07  0.0000e+00
   5172   -1.58355       0.21346  2.9735e-01  1.0000e+00  2.2621e-07  0.0000e+00
   5173   -1.58327       0.21351  2.9748e-01  1.0000e+00  2.2612e-07  0.0000e+00
   5174   -1.58300       0.21357  2.9760e-01  1.0000e+00  2.2602e-07  0.0000e+00
   5175   -1.58273       0.21363  2.9772e-01  1.0000e+00  2.2593e-07  0.0000e+00
   5176   -1.58245       0.21369  2.9784e-01  1.0000e+00  2.2584e-07  0.0000e+00
